province, district, name, HMIS_code, facility_type,   latitude, longitude
Western,Nalolo,Mapungu Health Post,90100008,Health Centre,-15.97101124,23.14426268
Western,Nalolo,Mukukutu Health Post,90100009,Health Centre,-15.50048338,23.21984812
Western,Nalolo,Muoyo,90100010,Health Centre,-15.57587848,23.25726062
Western,Nalolo,Nakatwelenge Health Post,90100011,Health Centre,-16.06160612,23.16631344
Western,Nalolo,Nalolo,90100012,Health Centre,-15.53435936,23.1086018
Western,Nalolo,Naniucha,90100013,Health Centre,-15.68213286,23.24615358
Central,Mumbwa,Nangoma Mission Hospital,10090027,Health Centre,-15.12743179,27.36267126
Western,Nalolo,Nasilimwe,90100014,Health Centre,-15.59628502,22.96939638
Western,Nalolo,Siloloti Health Post,90100015,Health Centre,-15.53580606,22.96008577
Western,Nalolo,Sinungu,90100016,Health Centre,-15.80423039,23.04970717
Western,Nalolo,Suu Health Post,90100017,Health Centre,-15.80216925,22.84525843
Western,Nkeyema,Kahare,90110001,Health Centre,-14.87508287,25.19377131
Western,Nkeyema,Kakanda Health Post,90110002,Health Centre,-14.82684389,24.96278004
Western,Nkeyema,Kandende,90110003,Health Centre,-14.81447626,25.21721509
Western,Nkeyema,Lombe Lombe Health Post,90110004,Health Centre,-14.59683158,25.41669225
Western,Nkeyema,Maloba Health Post,90110005,Health Centre,-14.97633104,25.05622993
Central,Mumbwa,Shimbizhi Health Post,10090030,Health Centre,-15.0258065,27.10095209
Western,Nkeyema,Namilangi,90110007,Health Centre,-14.8390425,25.05218657
Western,Nkeyema,Njonjolo,90110008,Health Centre,-15.03609447,25.25250722
Western,Nkeyema,Nkeyema,90110009,Health Centre,, 
Western,Senanga,Itufa,90120001,Health Centre,-15.85844526,23.31229744
Western,Senanga,Liangati Health Post,90120002,Health Centre,-15.78958964,23.29673334
Western,Senanga,Litambya,90120003,Health Centre,-16.06697582,23.30911842
Western,Senanga,Lui Namabunga Health Post,90120004,Health Centre,-16.01737,23.48228333
Western,Senanga,Lui River,90120005,Health Centre,-15.76642,23.52973167
Western,Senanga,Lui Wanyau Health Post,90120006,Health Centre,-16.18913,23.40181667
Western,Senanga,Mata,90120008,Health Centre,-15.88653611,24.05631998
Central,Mumbwa,ZAF Mumbwa,10090031,Health Centre,-15.08583538,27.18580227
Western,Senanga,Maziba Health Post,90120009,Health Centre,-16.70478144,23.66421988
Western,Senanga,Mumbula Health Post,90120010,Health Centre,-16.18874965,24.09459643
Western,Senanga,Mutwa Health Post,90120011,Health Centre,-16.61200691,23.86407871
Western,Senanga,Muweswa Health Post,90120012,Health Centre,-16.06863342,23.81680411
Western,Senanga,Mwanamwalye,90120013,Health Centre,-16.41257464,24.01530637
Western,Senanga,Ngundi Health Post,90120014,Health Centre,-16.38817276,23.39504614
Western,Senanga,Senanga General Hospital,90120015,Health Centre,-16.101145,23.30070167
Western,Senanga,Senanga,90120017,Health Centre,-16.11299667,23.28981667
Western,Senanga,Sibukali,90120018,Health Centre,-16.32216925,23.82485521
Western,Senanga,Sikumbi,90120019,Health Centre,-16.47128343,23.4610355
Western,Senanga,Situnga Health Post,90120020,Health Centre,-15.97720705,23.33122322
Western,Sesheke,Imusho,90130001,Health Centre,-17.53135379,23.22330695
Western,Sesheke,Kalobolelwa,90130002,Health Centre,-17.02972938,23.97927292
Western,Sesheke,Katima Mulilo,90130003,Health Centre,-17.47121255,24.24279392
Western,Sesheke,Lumbe Health Post,90130004,Health Centre,-16.59487105,24.90910842
Western,Sesheke,Lusu Mission,90130005,Health Centre,-17.21274471,24.09247034
Western,Sesheke,Lwampungu Health Post,90130006,Health Centre,-16.70177683,24.25579472
Western,Sesheke,Mazaba Health Post,90130007,Health Centre,-17.15296053,24.25639378
Western,Sesheke,Mukusi Sawmills,90130008,Health Centre,-17.31652154,24.16153017
Western,Sesheke,Mulimambango,90130009,Health Centre,-17.48330946,24.31698916
Western,Sesheke,Neongelo Health Post,90130010,Health Centre,-17.26405756,24.13008235
Western,Sesheke,Ngweze Health Post,90131001,Health Centre,-17.17196871,23.73368547
Western,Sesheke,Njoko Malomo Mission,90130011,Health Centre,-17.29465641,24.2093283
Western,Sesheke,Silolo Health Post,90130012,Health Centre,-17.38492051,24.16849895
Western,Sesheke,Silumbu,90130013,Health Centre,-16.92108,23.87183167
Western,Sesheke,Yeta District Hospital,90130014,Health Centre,-11.8425783,31.4590832
Western,Sesheke,Yeta District HAHC,90130015,Health Centre,, 
Western,Sesheke,Zambezi,90130016,Health Centre,-17.44035695,24.37770129
Western,Shang'ombo,Keyana,90140001,Health Centre,, 
Western,Shang'ombo,Lupuka Health Post,90140002,Health Centre,-16.71067748,22.43705015
Western,Shang'ombo,Mambolomoka,90140003,Health Centre,-16.08723148,22.13354914
Western,Shang'ombo,Maweleya Health Post,90140004,Health Centre,-16.07105521,22.81914356
Western,Shang'ombo,Mbanda,90140005,Health Centre,-16.4835031,22.84688925
Western,Shang'ombo,Mulonga,90140006,Health Centre,-16.3640909,22.57928182
Western,Shang'ombo,Shang'ombo District Hospital,90140007,Health Centre,-16.3198927,22.11168529
Western,Shang'ombo,Shang'ombo,90140008,Health Centre,-16.32100674,22.09215662
Western,Shang'ombo,Sipuma,90140009,Health Centre,-16.57038928,22.26098115
Western,Shang'ombo,Siwelewele Health Post,90140010,Health Centre,-16.29639886,22.318624
Western,Shang'ombo,State Ranch Health Post,90140011,Health Centre,-16.53183172,22.45511524
Central,Chibombo,Mwachisompola Demo Zone,10010027,Health Centre,-15.26253179,28.08468146
Western,Sikongo,Kaluwe,90150001,Health Centre,-14.50173507,22.13426588
Western,Sikongo,Liumena,90150002,Health Centre,-14.98945392,22.61402945
Western,Sikongo,Lueti,90150003,Health Centre,-15.706385,22.38903833
Western,Sikongo,Luoke West,90150005,Health Centre,-14.80007415,22.45328458
Western,Sikongo,Lwahumba Health Post,90150006,Health Centre,-15.21486397,22.3703202
Western,Sikongo,Mabua Health Post,90150007,Health Centre,-15.424335,22.319405
Western,Sikongo,Mwenyi Health Post,90150008,Health Centre,-14.94503596,22.56914709
Western,Sikongo,Nyengo,90150009,Health Centre,-15.00648088,22.32652562
Western,Sikongo,Sikongo,90150010,Health Centre,-14.98996636,22.32025805
Western,Sikongo,Sikushi Health Post,90150011,Health Centre,-15.31501227,22.42709456
Western,Sikongo,Situlu1 Health Post,90150012,Health Centre,-14.85655641,22.01924966
Western,Sikongo,Tuuwa,90150013,Health Centre,-15.12061833,22.25864
Western,Sioma,Kaanja,90160001,Health Centre,-16.46717875,23.39506497
Western,Sioma,Kaunga Mashi,90160004,Health Centre,-16.80031167,23.55526667
Western,Sioma,Lipaneno Health Post,90160005,Health Centre,-17.08315784,22.79752467
Western,Sioma,Lyabangu Health Post,90160007,Health Centre,-16.63947111,23.24704961
Western,Sioma,Mutomena,90160010,Health Centre,-16.74007782,23.11173532
Western,Sioma,Nalwashi,90160012,Health Centre,-16.39023431,23.11207356
Western,Sioma,Nangweshi,90160013,Health Centre,-16.39589473,23.32700349
Central,Serenje,Chibale,10100001,Health Centre,-13.59222926,30.14766044
Western,Sioma,Silowana,90160015,Health Centre,-16.19460567,23.15685916
Western,Sioma,Sinjembela,90160016,Health Centre,-17.31590223,23.02606802
Western,Sioma,Sioma,90160017,Health Centre,-16.601245,23.50322333
Western,Sioma,Sitoti,90160018,Health Centre,-16.31759188,23.27055816
Copperbelt,Kitwe,Kitwe Teaching Hospital,20040048,Health Centre,-12.79748134,28.20909723
Central,Serenje,Chibobo,10100002,Health Centre,-13.01810212,30.02086488
Central,Serenje,Chisomo,10100003,Health Centre,-13.59165476,30.66944833
Central,Serenje,Kabamba,10100004,Health Centre,-13.18024384,30.3574122
Central,Serenje,Kabundi,10100005,Health Centre,-13.01793633,30.02082674
Central,Serenje,Kalela Health Post,10100006,Health Centre,-13.05493892,30.76833861
Central,Serenje,Kanona Health Post,10100007,Health Centre,-13.07183897,30.62806796
Central,Serenje,Kaseba Health Post,10100008,Health Centre,-13.51008145,30.39910211
Central,Chibombo,Mwachisompola,10010028,Health Centre,-14.90569567,27.9919851
Central,Serenje,Kunda Lumwanshya Health Post,10100009,Health Centre,-13.55080023,30.27390179
Central,Serenje,Lumpampa,10100010,Health Centre,-13.21157451,30.13080142
Central,Serenje,Lusiwasi Health Post,10100011,Health Centre,-13.32359328,31.03056746
Central,Serenje,Mailo,10100013,Health Centre,-13.05464513,30.90240874
Central,Chisamba,Lifwambula Health Post,10020013,Health Centre,-14.76444272,28.57606219
Central,Serenje,Malcom Moffat,10100014,Health Centre,-13.22078149,30.24029145
Central,Kapiri-Mposhi,Kaswende Health Post,10060017,Health Centre,-14.43643665,27.99661917
Central,Serenje,Masase Health Post,10100015,Health Centre,-13.19359872,31.07682944
Central,Mkushi,Kasalamakanga Health Post,10080011,Health Centre,-13.60497407,29.49422579
Central,Mkushi,Katuba Health Post,10080013,Health Centre,-13.67694289,29.26345402
Lusaka,Lusaka,Lilanda Health Post,50060150,Health Centre,-15.37075094,28.24596808
Central,Mkushi,ZNS Luanshimba,10080016,Health Centre,-13.70575496,29.58669494
Central,Serenje,Miswema Health Post,10100016,Health Centre,-13.17409098,30.65368935
Central,Mkushi,ZNS Munsakamba Camp,10080026,Health Centre,-13.56132082,29.35048472
Central,Mumbwa,Namabanga,10090025,Health Centre,-15.28078821,27.18192632
Central,Serenje,Mpepetwe,10100017,Health Centre,-13.16802508,30.65840542
Central,Serenje,Mulilima,10100018,Health Centre,-13.36581432,29.91655468
Copperbelt,Chingola,Chingola Dental and Eye,20021003,Health Centre,-12.539921,27.865225
Copperbelt,Chingola,Katuba Health Post,20020018,Health Centre,-12.71209944,27.940221
Copperbelt,Chingola,Lushishi Health Post,20020022,Health Centre,-12.66383452,27.81907579
Central,Chibombo,Mwanjuni Health Post,10010029,Health Centre,-15.26084944,28.26882333
Western,Kalabo,Mutaa Health Post,90010018,Health Centre,-14.44888262,22.76034052
Copperbelt,Chingola,Shimulala Health Post,20020038,Health Centre,-12.47773357,27.815402
Copperbelt,Kalulushi,Chiwembashi Health Post,20030011,Health Centre,-12.757846,27.891744
Copperbelt,Kalulushi,Fitanda Health Post,20030013,Health Centre,-12.64679,27.997856
Copperbelt,Luanshya,Roan Section 25,20050033,Health Centre,-13.10948454,28.3178151
Central,Serenje,Muzamani Health Post,10100020,Health Centre,-13.13638486,30.81228895
Copperbelt,Lufwanyama,Milopa Health Post,20060018,Health Centre,-12.55996384,27.6248248
Copperbelt,Masaiti,Katonto Health Post,20070014,Health Centre,-13.47370811,28.97986557
Central,Serenje,Nchimishi,10100021,Health Centre,-13.47819145,29.99581212
Copperbelt,Ndola,Chipolopolo Health Post,20100012,Health Centre,,
Central,Serenje,Serenje District Hospital,10100022,Health Centre,-13.25322645,30.24170933
Central,Serenje,Serenje HAHC,10100024,Health Centre,-13.235251,30.234633
Eastern,Chadiza,Msokosela Health Post,30010015,Health Centre,-14.037162,32.559395
Southern,Siavonga,Dambwe Health Post,80110005,Health Centre,-16.48324732,28.24157844
Central,Serenje,Sote Health Post,10100025,Health Centre,-12.93539734,30.7261405
Eastern,Katete,Umodzi Health Post,30030034,Health Centre,-13.981708,32.222859
Central,Chitambo,Yoram Mwanje Health Post,10030012,Health Centre,-12.80255344,30.3267678
Eastern,Mambwe,Chiwawatala,30050004,Health Centre,-13.167478,31.869224
Central,Serenje,Zambia Compound Health Post,10100026,Health Centre,-13.228804,30.216993
Eastern,Sinda,Chafulu Health Post,30080001,Health Centre,-14.160727,31.795228
Eastern,Sinda,Champhala Health Post,30080002,Health Centre,-14.241371,32.001867
Eastern,Sinda,Chanjobvu,30080003,Health Centre,, 
Eastern,Sinda,Kondwerani,30080017,Health Centre,, 
Eastern,Sinda,Nyamutuma Health Post,30080026,Health Centre,-14.299617,31.803346
Luapula,Chembe,Fikombo Health Post,40010003,Health Centre,-12.0912118,28.93828294
Luapula,Chipili,Kabongo Health Post,40030003,Health Centre,-10.3488,29.075858
Copperbelt,Chililabombwe,Chimfunshi,20010002,Health Centre,-12.33005806,27.73163888
Luapula,Mansa,Fiyongoli Health Post,40060012,Health Centre,-11.16229333,28.90272667
Luapula,Mansa,Kapompwa,40061012,Health Centre,,
Central,Chibombo,Mwelebi Keembe Ranch Health Post,10010030,Health Centre,-14.88015627,27.59970757
Copperbelt,Chililabombwe,Fitobaula Health Post,20010004,Health Centre,-12.455922,27.867882
Luapula,Mansa,ZNS Luamfumu,40060056,Health Centre,,
Copperbelt,Chililabombwe,Kakoso,20010005,Health Centre,-12.37306069,27.85547211
Western,Sioma,Mulele Health Post,90160009,Health Centre,-16.6234235,23.11496306
Luapula,Nchelenge,Toka Toka Health Post,40100020,Health Centre,-9.69130448,28.75704352
Luapula,Samfya,Chikwa Health Post,40110003,Health Centre,-10.859767,29.795421
Copperbelt,Chililabombwe,Kasumbalesa,20010006,Health Centre,-12.26756717,27.79684325
Central,Chibombo,ZNS Chikumbi Health Post,10010004,Health Centre,,
Copperbelt,Chililabombwe,Kawama Health Post,20010007,Health Centre,-12.329629,27.858463
Lusaka,Chongwe,Bimbe Health Post,50030002,Health Centre,-15.376927,28.724881
Lusaka,Chongwe,Margaret Mwachiyeya Health Post,50031001,Health Centre,-15.486566,28.782283
Lusaka,Chongwe,MRI Health Post,50030023,Health Centre,-15.390654,28.588514
Lusaka,Chongwe,Ndafula Health post,50030028,Health Centre,-15.517652,28.876966
Copperbelt,Chililabombwe,Konkola 1,20010008,Health Centre,-12.36074109,27.82793349
Lusaka,Lusaka,ZAF Headquarters Hospital,50060298,Health Centre,-15.411907,28.325031
Lusaka,Lusaka,Chalala Health Post,50060033,Health Centre,-15.474284,28.360663
Lusaka,Lusaka,Eden Health Post,50060084,Health Centre,-15.363504,28.229145
Lusaka,Lusaka,Fumbelo Health Post,50060103,Health Centre,-15.33573244,28.30952456
Lusaka,Lusaka,John Howard Health Post,50060124,Health Centre,-15.48157778,28.28908857
Lusaka,Lusaka,Kabanana Health Post,50060128,Health Centre,-15.352509,28.307386
Lusaka,Lusaka,Kalikiliki Health Post,50060130,Health Centre,-15.40607126,28.36924239
Lusaka,Lusaka,Mahopo Health Post,50060171,Health Centre,-15.50557616,28.34083398
Copperbelt,Chililabombwe,Konkola 2,20010009,Health Centre,,
Lusaka,Lusaka,Makeni Villa Health Post,50060176,Health Centre,-15.444073,28.226645
Lusaka,Lusaka,Ng'ombe Kasisi Health Post,50060210,Health Centre,-15.350361,28.334192
Lusaka,Lusaka,Our Lady's Hospice,50060220,Health Centre,-15.40200688,28.33993987
Lusaka,Lusaka,ZNS Chamba Valley,50060309,Health Centre,,
Lusaka,Rufunsa,Chilimba Health Post,50070003,Health Centre,-15.345933,29.239047
Copperbelt,Chililabombwe,Konkola 4,20010010,Health Centre,-12.36671364,27.82155408
Lusaka,Rufunsa,Chipeketi Health Post,50070006,Health Centre,-15.194533,29.90111
Muchinga,Chinsali,Nambuluma Police,55020011,Health Centre,-10.62903849,32.1554226
Muchinga,Isoka,Katyetye Health Post,55030009,Health Centre,-10.084385,32.85681833
Muchinga,Mafinga,Sichitambule Health Post,55060008,Health Centre,-10.330175,33.120159
Muchinga,Mafinga,Wiya Health Post,55060011,Health Centre,-10.228019,33.457813
Copperbelt,Chililabombwe,Konkola 5,20010011,Health Centre,-12.3730812,27.84818502
Muchinga,Nakonde,Ilola Health Post,55080005,Health Centre,-9.353363,32.532988
Muchinga,Nakonde,Kantongo Health Post,55081002,Health Centre,-9.48688,32.634687
Muchinga,Nakonde,Katozi Health Post,55080007,Health Centre,-9.32686543,32.77634004
Copperbelt,Chililabombwe,Konkola Health Post,20010012,Health Centre,-12.29901243,27.75720412
Northern,Mporokoso,Kambowe Health Post,60060008,Health Centre,-9.358466,30.230815
Northern,Lunte,Mpalapata Health Post,60060011,Health Centre,-10.19013116,30.33281377
Northern,Mungwi,Mungwi District Hospital,60080023,Health Centre,-10.158046,31.367016
Northern,Nsama,Kashikishi Health Post,60090005,Health Centre,-8.876294056,29.66862939
North-Western,Chavuma,Chavuma District Hospital,70010001,Health Centre,-13.05483841,22.73648039
North-Western,Ikelenge,Kamafumbu Health post,70020010,Health Centre,-11.05178329,24.0567785
North-Western,Ikelenge,Kamukanda Health Post,70020013,Health Centre,,
North-Western,Ikelenge,Muzeya Health Post,70020012,Health Centre,-11.05599516,24.17565342
North-Western,Ikelenge,Mwininyilamba Health Post,70020011,Health Centre,-11.24738512,24.18015056
North-Western,Kalumbila,Kamiba,70040012,Health Centre,-12.549096,25.850085
Central,Chibombo,Naluyanda,10010031,Health Centre,-15.30732167,28.19852833
Copperbelt,Chililabombwe,Lubengele,20010015,Health Centre,-12.3618881,27.8323861
North-Western,Mushindano,Kishela Health Post,70080010,Health Centre,-11.99484739,26.60491943
North-Western,Solwezi,Muzabula,70100028,Health Centre,, 
Copperbelt,Chililabombwe,Nardmweka,20010016,Health Centre,,
Southern,Chikankata,Chileleka Health Post,80011002,Health Centre,-15.971243,28.413803
Southern,Chikankata,Hapiku Health Post,8007XX52,Health Centre,-16.214846,28.291389
Southern,Choma,Siasikabole Health Post,80020033,Health Centre,-17.11431432,27.04324868
Copperbelt,Chililabombwe,Shaft 1,20010017,Health Centre,-12.3766275,27.82944642
Southern,Gwembe,Hamatuba Health Post,80031003,Health Centre,-16.772908,28.064216
Southern,Kalomo,Katungu Health Post,80041005,Health Centre,-17.181666,26.607022
Southern,Kalomo,Mabuyu Health Post,80041002,Health Centre,-16.902143,26.359678
Southern,Kalomo,New Kalomo District Hospital,80041012,Health Centre,-17.000681,26.493979
Southern,Kalomo,Rural Reconstruction Health Post,80041013,Health Centre,-16.990032,26.277987
Copperbelt,Chililabombwe,Shaft 3,20010018,Health Centre,-12.35954606,27.81919724
Southern,Livingstone,Chreso Ministries,80060005,Health Centre,-17.86283368,25.84977181
Southern,Monze,Bwantu Health Post,80081008,Health Centre,-16.236813,27.78895
Southern,Monze,Mahimba Health Post,80081001,Health Centre,-16.081528,27.280876
Copperbelt,Chingola,Chawama,20020003,Health Centre,-12.55787711,27.84036779
Southern,Monze,Molongalwili Health Post,80081004,Health Centre,-16.475178,27.67079
Southern,Namwala,Busangu Health Post,80091005,Health Centre,-15.681718,26.743951
Copperbelt,Chingola,Chingola Municipal Council,20020004,Health Centre,-12.54462292,27.86586002
Southern,Namwala,Niko Health Post,80090018,Health Centre,-16.080408,26.921048
Southern,Siavonga,Chalokwa Health Post,80110002,Health Centre,-16.280257,28.828891
Southern,Siavonga,Chizilika Health Post,80110003,Health Centre,-16.22705621,28.45895506
Southern,Siavonga,Dambilo Health Post,80110004,Health Centre,-16.38740684,28.38872342
Southern,Siavonga,Kabila Health Post,80110006,Health Centre,-16.457295,28.732876
Copperbelt,Chingola,Chiwempala,20020006,Health Centre,-12.54878134,27.84371403
Southern,Siavonga,Kabuyu Health Post,80110007,Health Centre,-16.46095083,28.20316971
Southern,Siavonga,Moonga Health Post,80111005,Health Centre,-16.332972,28.284485
Southern,Siavonga,Mpango Health Post,80110011,Health Centre,-16.48299159,28.53294245
Southern,Siavonga,Muntanga Mines Health Post,80110012,Health Centre,-16.3290649,28.48635449
Southern,Siavonga,Siamwinga Health Post,80111004,Health Centre,-16.250468,28.517027
Southern,Sinazongwe,Chimonselo Health Post,80120002,Health Centre,-17.395191,27.263448
Copperbelt,Chingola,Ipafu,20020012,Health Centre,-12.525095,27.69108167
Southern,Sinazongwe,Mwela Health Post,80120009,Health Centre,-17.340878,27.272346
Southern,Sinazongwe,Nabukowa Health Post,80120010,Health Centre,-17.080258,27.503821
Southern,Sinazongwe,Sinakasikili Health Post,80120016,Health Centre,-17.283773,27.330706
Copperbelt,Chingola,Kabundi East,20020015,Health Centre,-12.52789409,27.89128411
Southern,Zimba,Chalimongela,80130001,Health Centre,-17.71371347,26.70778213
Southern,Zimba,Chiidi,80130002,Health Centre,-17.38976478,26.64396222
Southern,Zimba,Kanyanga Health Post,80130003,Health Centre,-17.60645789,26.45349788
Copperbelt,Chingola,Kalilo,20020016,Health Centre,-12.49161665,27.76716007
Western,Kaoma,Mulamba,90020020,Health Centre,-14.790568,24.799692
Central,Chibombo,Namayani Health Post,10010032,Health Centre,-15.24347156,27.94662154
Copperbelt,Chingola,Kasompe,20020017,Health Centre,, 
Western,Mongu,Siwa Health Post,90070039,Health Centre,-15.291102,23.290008
Western,Mulobezi,Mulobezi District Hospital,90080007,Health Centre,-16.742936,24.982807
Western,Mulobezi,Namakombwe Health Post,90080009,Health Centre,-16.894285,25.02656336
Western,Mwandi,Kalundu Health Post,90091001,Health Centre,-16.81720177,24.57003437
Copperbelt,Chingola,Luano Kapisha Mini Hospital,20020019,Health Centre,-12.537069,27.907256
Western,Nkeyema,Mimpongo Health Post,90110006,Health Centre,-14.71497525,25.10240366
Western,Senanga,Lumbe Nanyenzu Health Post,90120007,Health Centre,-15.86863069,24.27114121
Copperbelt,Chingola,Lulamba Health Post,20020020,Health Centre,-12.573799,27.849178
Western,Sesheke,Sizuka Health Post,90131002,Health Centre,-17.453637,24.245349
Western,Sioma,Kabula 2 Health Post,90160002,Health Centre,-16.80031167,23.55526667
Western,Sioma,Kalenge Health Post,90160003,Health Centre,-16.285198,23.183064
Copperbelt,Chingola,Lulamba,20020021,Health Centre,-12.57511952,27.84790912
Western,Sioma,Liwandamo Health Post,90160006,Health Centre,-16.62414318,23.30934489
Western,Sioma,Mwanambao Health Post,90160011,Health Centre,-16.75621333,23.29487667
Western,Sioma,Sankandi Health Post,90160014,Health Centre,-16.68020905,23.58515275
Copperbelt,Chingola,Muchinshi,20020025,Health Centre,-12.49011,27.52479833
Lusaka,Lusaka,UTH - Women and New-Born Hospital,50060285,Health Centre,-15.431369,28.313225
Copperbelt,Chingola,Musenga Health Post,20020026,Health Centre,-12.59651023,27.96131669
Copperbelt,Chingola,Mutenda,20020027,Health Centre,-12.39198,27.36086167
Copperbelt,Chingola,Nchanga III,20020030,Health Centre,-12.52198593,27.88034221
Copperbelt,Chingola,Nchanga II,20020029,Health Centre,,
Copperbelt,Chingola,Nchanga I,20020028,Health Centre,-12.83609,28.23632604
Northern,Lunte,Chewe Health Post,60060003,Health Centre,-9.513254,30.280072
Central,Chibombo,Chikobo,10010003,Health Centre,-14.77719348,28.05468418
Central,Chibombo,Shifwankula Health Post,10010033,Health Centre,-15.31165833,28.25896833
Copperbelt,Chingola,Nchanga North Referral Hospital,20020033,Health Centre,-12.525704,27.859583
Northern,Kasama,Chilubula (St. Fidelis) Mission Hospital,60030004,Health Centre,-10.13814301,30.94245873
Northern,Mungwi,Mabula Health Post,60080022,Health Centre,-10.292871,31.334277
Northern,Mungwi,Mungwi Baptist,60080014,Health Centre,-10.16676747,31.36460893
Luapula,Chifunabuli,St. Margaret's Mission Hospital,40110015,Health Centre,-10.75494576,29.73437741
Luapula,Chifunabuli,St. Margaret's Mission HAHC,40110014,Health Centre,-10.75545792,29.73430806
Copperbelt,Chingola,Nchanga South HAHC,20020035,Health Centre,,
Central,Mkushi,Momboshi Health Post,10080023,Health Centre,-13.930529,29.479657
Central,Mkushi,Matuku Health Post,10080019,Health Centre,-13.855812,29.44993
Central,Shibuyunji,Masiteki Health Post,50080004,Health Centre,,
Copperbelt,Chingola,Nchanga South Referral Hospital,20020036,Health Centre,,
Copperbelt,Chingola,Nchanga,20020037,Health Centre,-12.53975557,27.86082513
Copperbelt,Kalulushi,Chambishi Government,20030001,Health Centre,-12.63999712,28.06259945
Southern,Gwembe,Chaamwe,80030002,Health Centre,-16.47498846,28.09447336
Southern,Kazungula,Kazungula District Hospital,80051001,Health Centre,-17.771842,25.270152
Copperbelt,Kalulushi,Chambishi Mine,20030003,Health Centre,-12.63762872,28.06267623
Southern,Sinazongwe,Sianyuka Health Post,80121006,Health Centre,-17.037301,27.60028
Copperbelt,Kalulushi,Chati,20030005,Health Centre,, 
Copperbelt,Kalulushi,Chembe Health Post,20030006,Health Centre,-12.83937333,27.98731333
Copperbelt,Kalulushi,Chembe North Health Post,20030007,Health Centre,-12.79151167,27.996865
Southern,Chikankata,Nansenga,80010017,Health Centre,-15.87729947,28.20081205
Central,Kapiri-Mposhi,Chipepo (Kapiri-Mposhi),10060008,Health Centre,-14.11263908,28.10364341
Central,Kapiri-Mposhi,St. Paul's,10060032,Health Centre,-14.3335127,28.61943228
Copperbelt,Kalulushi,Chibote Health Post,20030008,Health Centre,-12.8676759,28.14030757
Copperbelt,Kitwe,Carewell Medical Centre,20040005,Health Centre,-12.82513076,28.21167153
Central,Chibombo,Shimukuni,10010034,Health Centre,-14.76739559,27.90300738
Copperbelt,Kalulushi,Chibuluma,20030010,Health Centre,-12.85161893,28.13713367
Copperbelt,Mpongwe,Chisapa Health Post,20080004,Health Centre,-13.67345392,28.5040357
Copperbelt,Kalulushi,Denovan Health Post,20030012,Health Centre,-12.73928716,28.05297719
Copperbelt,Kalulushi,Ichimpe,20030014,Health Centre,-12.74098908,28.12537792
Copperbelt,Kalulushi,Kalengwa South Health Post,20030015,Health Centre,-12.85341434,28.07873302
Eastern,Vubwi,Chikoma,30090002,Health Centre,-14.03808764,32.86416005
Copperbelt,Kalulushi,Kalulushi General Hospital,20030016,Health Centre,-12.83294427,28.10039318
Luapula,Mansa,Chisongo Health Post,40060008,Health Centre,-11.26883673,29.10845255
Copperbelt,Kalulushi,Kalulushi Government,20030017,Health Centre,-12.84858431,28.09905123
Lusaka,Kafue,Nangongwe Maternity,50040021,Health Centre,-15.781399,28.183528
Lusaka,Kafue,Shikoswe Health Post,50041001,Health Centre,-15.744521,28.172063
Lusaka,Lusaka,Chainama Hills Hospital,50060029,Health Centre,-15.38993152,28.35571546
Copperbelt,Kalulushi,Kalulushi Main,20030018,Health Centre,-12.83996401,28.10074653
Lusaka,Lusaka,Chelstone,50060037,Health Centre,-15.36766532,28.38329692
Copperbelt,Kalulushi,Kalulushi Township,20030019,Health Centre,-12.8462157,28.09806054
Copperbelt,Kalulushi,Kite,20030020,Health Centre,, 
Copperbelt,Kalulushi,Lukoshi,20030021,Health Centre,-12.84990833,27.87527
Lusaka,Lusaka,Makeni,50060175,Health Centre,-15.46302409,28.2446992
Central,Chibombo,Twalumba,10010036,Health Centre,-14.99738289,28.13944294
Copperbelt,Kalulushi,Mindolo Training Farms,20030022,Health Centre,-12.897384,28.126894
Lusaka,Lusaka,Railway-Lsk,50060243,Health Centre,-15.41712716,28.28430268
Copperbelt,Kalulushi,Minsenga Health Post,20030023,Health Centre,-12.71512323,27.98809198
Lusaka,Rufunsa,Mulamba Health Post,50070017,Health Centre,-15.13297887,29.44326553
Muchinga,Mafinga,Chifunda Health Post,55060002,Health Centre,-10.55621122,33.56252759
Copperbelt,Kalulushi,Musakashi Health Post,20030024,Health Centre,-12.61631678,27.99994908
Muchinga,Shiwang'andu,Chilanga (Shiwang'andu),55090002,Health Centre,-10.86324218,31.5099676
Northern,Senga Hill,Chileshya,60100002,Health Centre,-9.04937292,31.90078018
Northern,Senga Hill,Chomba Health Post,60100004,Health Centre,-9.62903165,31.18270018
Northern,Senga Hill,Chozi TZR,60100005,Health Centre,-9.397846816,32.24618268
Northern,Senga Hill,Iyanda Health Post,60100006,Health Centre,-9.55006998,31.46925252
Northern,Senga Hill,Kapufi Health Post,60100007,Health Centre,-9.36689384,31.75785645
Northern,Senga Hill,Kavumbo Health Post,60100008,Health Centre,-9.20744778,31.57890896
Northern,Senga Hill,Mambwe Mission,60100009,Health Centre,-9.18721784,31.70067941
Copperbelt,Kalulushi,Sitwe Health Post,20030028,Health Centre,-12.62736352,28.05834091
Northern,Senga Hill,Maule Health Post,60100010,Health Centre,-9.50609778,31.37071816
Northern,Senga Hill,Mpande,60100011,Health Centre,-9.39468382,31.67312056
Northern,Senga Hill,Nsokolo,60100013,Health Centre,-9.17765298,31.82599331
